year,stationName,ridership,longitude,latitude
2017,Songjiang Nanjing,12159795,121.53304925954893,25.052024514344147
2017,Taipei Arena,7960646,121.55200315528758,25.05164724218637
2017,Nanjing Sanmin,7755147,121.5643968828404,25.05143632091201
2017,Songshan,8164942,121.57773339237647,25.050001706485414
2017,Fu Jen University,3819572,121.43581241981629,25.032768730074984
2017,Xinzhuang,3874836,121.45231789675648,25.03614790870418
2017,Touqianzhuang,1640492,121.46162455915298,25.03960733108286
2017,Xianse Temple,1473452,121.4721227936169,25.04652687090844
2017,Sanchong,2080414,121.48394655537149,25.05559949906261
2017,Cailiao,3349634,121.49113831824576,25.059648334719515
2017,Taipei Bridge,3410764,121.49986798026123,25.062943649795628
2017,Daqiaotou,4363709,121.51284877945061,25.062922384403873
2017,Zhongshan Elementary School,5909003,121.5276644722842,25.062650999595398
2017,Xingtian Temple,9530255,121.53315637381542,25.057966034949423
2017,Dongmen,8878130,121.52832177315834,25.033927618168192
2017,Luzhou,4333318,121.46435733713015,25.091563669599626
2017,Sanmin Senior High School,4331908,121.47324093434406,25.085670389689398
2017,St. Ignatius High School,4242986,121.4796160953184,25.08074178667732
2017,Sanhe Junior High School,4160420,121.48634726047001,25.0768077912848
2017,Sanchong Elementary School,4154608,121.49744089647399,25.069935147639686
2017,Huilong,3257522,121.41266279325664,25.02251715705777
2017,Danfeng,3052704,121.4226990725201,25.028921091574322
2017,Shisizhang,0,121.52868133414427,24.983975049022394
2017,Xiulang Bridge,0,121.52412027765467,24.99046028425729
2017,Jingping,0,121.5159472146019,24.9921677687474
2017,Zhonghe,0,121.49685451610128,25.001725087459377
2017,Qiaohe,0,121.49022630210679,25.004590667817993
2017,Zhongyuan,0,121.48335433974322,25.008508753264476
2017,Banxin,0,121.47293039513582,25.014002570888305
2017,Y-Banqiao,0,121.46469,25.01554
2017,Xinpu Minsheng,0,121.46697,25.0263
2017,Xingfu,0,121.45990194656648,25.049783726031855
2017,New Taipei Industrial Park,0,121.45957785560667,25.061081616149394
2018,Songshan Airport,2033526,121.55163511046534,25.063104462027813
2018,Zhongshan Junior High School,5134302,121.54421643863033,25.06080611270273
2018,Nanjing Fuxing,13322009,121.54403933590369,25.052292279432056
2018,Zhongxiao Fuxing,17795928,121.54379399916067,25.041602162432408
2018,Daan,8631916,121.5436261083644,25.0328205730737
2018,Technology Building,5067301,121.54345147194539,25.025991976477005
2018,Liuzhangli,3978876,121.55305797318083,25.023844875733175
2018,Linguang,1497522,121.55882703203744,25.018523230734115
2018,Xinhai,1082162,121.55701024355297,25.005383562847964
2018,Wanfang Hospital,4877121,121.55802856133452,24.999504452038764
2018,Wanfang Community,812298,121.56806667867862,24.998607713500114
2018,Muzha,1503502,121.57317598186135,24.998253352528412
2018,Taipei Zoo,2877356,121.57932507629135,24.99827748528025
2018,Dazhi,3342579,121.54814855983457,25.080477334160324
2018,Jiannann Rd.,4086672,121.55560715358948,25.08489845647162
2018,Xihu,5363752,121.5672124577793,25.08216141473821
2018,Gangquian,5111680,121.57528311843348,25.079995003678402
2018,Wende,1897139,121.58496851543221,25.078533106268527
2018,Neihu,3130227,121.59420587019453,25.083505565019824
2018,Dahu Park,1217408,121.6023129070467,25.08380866638897
2018,Huzhou,2790109,121.60724154576957,25.072689271218778
2018,Donghu,2895630,121.61173723205351,25.06757795298427
2018,Nangang Software Park,1632530,121.61595418159499,25.0598989938964
2018,Taipei Nangang Exhibition Center,10219240,121.61762249277858,25.0545656791777
2018,Xiaobitan,869026,121.53529784254445,24.969554205353514
2018,Xindian,4457656,121.53761004105189,24.957871647770506
2018,Xindian District Office,4001562,121.54129865593423,24.9673944308081
2018,Qizhang,5827692,121.54291090576598,24.975082925897777
2018,Dapinglin,7359330,121.5413660346038,24.98291383339667
2018,Jingmei,6030382,121.5409209921252,24.993178356596204
2018,Wanlong,3474749,121.53900226954173,25.00196532519868
2018,Gongguan,10729704,121.53434703188556,25.01470748237314
2018,Taipower Building,6680592,121.52818732580072,25.02069268144765
2018,Guting,11373321,121.52256794084464,25.026885634859767
2018,Chiang Kai-Shek Memorial Hall,10517370,121.51704931955275,25.03427427019356
2018,Xiaonannmen,3292942,121.510781764249,25.035672778690685
2018,Dingxi,12970472,121.51544988024695,25.0136186456844
2018,Yongan Market,9456886,121.51112538697048,25.00255587953482
2018,Jingan,8862858,121.5050907781828,24.993922031758036
2018,Nanshijiao,7627082,121.50917264645942,24.99040853151986
2018,NTU Hospital,8092031,121.51622007732429,25.041827029154884
2018,Taipei Main Station,57736306,121.5174380246453,25.046233083441123
2018,Zhongshan,14750482,121.52039689994804,25.052675664748175
2018,Shuanglian,8052146,121.52070999301614,25.05764686024377
2018,Minquan W. Rd.,8317512,121.51936274027929,25.06287666536337
2018,Yuanshan,10116846,121.52013178478053,25.071380222093712
2018,Jiantan,12456586,121.52496914164323,25.084236417468688
2018,Shilin,10544580,121.52619154203938,25.093473979666292
2018,Zhishan,8453882,121.52254228458312,25.10281102722776
2018,Mingde,4333335,121.51882040916377,25.10979393588559
2018,Shipai,10890850,121.51564228487027,25.114420305321463
2018,Qilian,2645172,121.5062648104665,25.12085794562379
2018,Qiyan,3101984,121.50108298243138,25.125584855497433
2018,Beitou,6367724,121.49859115986241,25.131907048775716
2018,Xinbeitou,2297542,121.50253117138534,25.136936401899067
2018,Fuxinggang,1275437,121.48520813535161,25.137446811852804
2018,Zhongyi,1029393,121.4731222409703,25.13075088521668
2018,Guandu,4307540,121.46719972493716,25.12578471313959
2018,Zhuwei,3382856,121.45945645181078,25.13694903321136
2018,Hongshulin,2588710,121.45895451204613,25.154114157533733
2018,Tamsui,14150578,121.4452583081884,25.167993283329395
2018,Dingpu,2889803,121.41927,24.95975
2018,Yongning,4637284,121.43682729636676,24.967220823923835
2018,Tucheng,2564347,121.4444515781318,24.97322601982389
2018,Haishan,7604080,121.44887528615253,24.985548276090636
2018,Far Eastern Hospital,7755183,121.45264887598302,24.998589027397475
2018,Fuzhong,10646304,121.45921891977315,25.008934844943454
2018,BL-Banqiao,15561142,121.46242,25.01409
2018,Xinpu,14210226,121.46798702828231,25.022995948446365
2018,Jiangzicui,9119011,121.4722367606001,25.029904942785876
2018,Longshan Temple,11034518,121.50122086189029,25.035229130503158
2018,Ximen,27254990,121.50848773359857,25.042212597087047
2018,Shandao Temple,7658877,121.5233401885831,25.044813009018718
2018,Zhongxiao Xinsheng,11833924,121.53291875841308,25.042354841091935
2018,Zhongxiao Dunhua,13455130,121.54965595628077,25.04149480094372
